date,cumulative_return,sharpe_ratio,max_drawdown
2025-01-01,-0.0054261446465996635,-0.5398160441975168,21.861543555814656
2025-01-02,0.00044401024951623395,-0.5398160441975168,21.861543555814656
2025-01-03,0.007854795758540464,-0.5398160441975168,21.861543555814656
2025-01-04,-0.02366559465969508,-0.5398160441975168,21.861543555814656
2025-01-05,-0.04657017730519919,-0.5398160441975168,21.861543555814656
2025-01-06,-0.026428156755292077,-0.5398160441975168,21.861543555814656
2025-01-07,-0.046740675644623135,-0.5398160441975168,21.861543555814656
2025-01-08,-0.07919574217295233,-0.5398160441975168,21.861543555814656
2025-01-09,-0.08816004463446103,-0.5398160441975168,21.861543555814656
2025-01-10,-0.1066361922414697,-0.5398160441975168,21.861543555814656
2025-01-11,-0.07776142862459942,-0.5398160441975168,21.861543555814656
2025-01-12,-0.057139064446448035,-0.5398160441975168,21.861543555814656
2025-01-13,-0.03138986348789122,-0.5398160441975168,21.861543555814656
2025-01-14,-0.053576200068752106,-0.5398160441975168,21.861543555814656
2025-01-15,-0.08488862200794833,-0.5398160441975168,21.861543555814656
2025-01-16,-0.09485115804314084,-0.5398160441975168,21.861543555814656
2025-01-17,-0.08249284647533393,-0.5398160441975168,21.861543555814656
2025-01-18,-0.10519302021459218,-0.5398160441975168,21.861543555814656
2025-01-19,-0.09866954672849511,-0.5398160441975168,21.861543555814656
2025-01-20,-0.09707555247270258,-0.5398160441975168,21.861543555814656
2025-01-21,-0.10038208786179023,-0.5398160441975168,21.861543555814656
2025-01-22,-0.0774885692273622,-0.5398160441975168,21.861543555814656
2025-01-23,-0.09588420838278225,-0.5398160441975168,21.861543555814656
2025-01-24,-0.09039324940459706,-0.5398160441975168,21.861543555814656
2025-01-25,-0.10272250454896738,-0.5398160441975168,21.861543555814656
2025-01-26,-0.09745486469481797,-0.5398160441975168,21.861543555814656
2025-01-27,-0.08761647665611037,-0.5398160441975168,21.861543555814656
2025-01-28,-0.10101069222069217,-0.5398160441975168,21.861543555814656
2025-01-29,-0.10088653009316284,-0.5398160441975168,21.861543555814656
2025-01-30,-0.09476376454920225,-0.5398160441975168,21.861543555814656
2025-01-31,-0.1386331364727416,-0.5398160441975168,21.861543555814656
2025-02-01,-0.12588417140180747,-0.5398160441975168,21.861543555814656
2025-02-02,-0.14154258561169172,-0.5398160441975168,21.861543555814656
2025-02-03,-0.13345659399979584,-0.5398160441975168,21.861543555814656
2025-02-04,-0.12461773942106741,-0.5398160441975168,21.861543555814656
2025-02-05,-0.15365821222868997,-0.5398160441975168,21.861543555814656
2025-02-06,-0.16386316383882013,-0.5398160441975168,21.861543555814656
2025-02-07,-0.1455798258149933,-0.5398160441975168,21.861543555814656
2025-02-08,-0.13635741389580253,-0.5398160441975168,21.861543555814656
2025-02-09,-0.1289077888486561,-0.5398160441975168,21.861543555814656
2025-02-10,-0.1243760275065925,-0.5398160441975168,21.861543555814656
2025-02-11,-0.1085371492692882,-0.5398160441975168,21.861543555814656
2025-02-12,-0.1175597952340793,-0.5398160441975168,21.861543555814656
2025-02-13,-0.11300522469708367,-0.5398160441975168,21.861543555814656
2025-02-14,-0.10643380284804653,-0.5398160441975168,21.861543555814656
2025-02-15,-0.0949358159954673,-0.5398160441975168,21.861543555814656
2025-02-16,-0.06409906571397059,-0.5398160441975168,21.861543555814656
2025-02-17,-0.037220798121722354,-0.5398160441975168,21.861543555814656
2025-02-18,-0.06388245974020876,-0.5398160441975168,21.861543555814656
2025-02-19,-0.074558820206645,-0.5398160441975168,21.861543555814656
2025-02-20,-0.08792835483286625,-0.5398160441975168,21.861543555814656
2025-02-21,-0.07495448133204093,-0.5398160441975168,21.861543555814656
2025-02-22,-0.059997022311754356,-0.5398160441975168,21.861543555814656
2025-02-23,-0.07019760575383978,-0.5398160441975168,21.861543555814656
2025-02-24,-0.05825566338649829,-0.5398160441975168,21.861543555814656
2025-02-25,-0.058574706968870245,-0.5398160441975168,21.861543555814656
2025-02-26,-0.07546917440360128,-0.5398160441975168,21.861543555814656
2025-02-27,-0.07891800362723374,-0.5398160441975168,21.861543555814656
2025-02-28,-0.07747831923654135,-0.5398160441975168,21.861543555814656
2025-03-01,-0.0860433891788293,-0.5398160441975168,21.861543555814656
2025-03-02,-0.09882374804658729,-0.5398160441975168,21.861543555814656
2025-03-03,-0.08936267403556374,-0.5398160441975168,21.861543555814656
2025-03-04,-0.08557980599456072,-0.5398160441975168,21.861543555814656
2025-03-05,-0.08752983830393403,-0.5398160441975168,21.861543555814656
2025-03-06,-0.0769537099707131,-0.5398160441975168,21.861543555814656
2025-03-07,-0.06062358469415807,-0.5398160441975168,21.861543555814656
2025-03-08,-0.09232895261994786,-0.5398160441975168,21.861543555814656
2025-03-09,-0.06714583117829152,-0.5398160441975168,21.861543555814656
2025-03-10,-0.07809221199594214,-0.5398160441975168,21.861543555814656
2025-03-11,-0.08498062947463052,-0.5398160441975168,21.861543555814656
2025-03-12,-0.07341457125198857,-0.5398160441975168,21.861543555814656
2025-03-13,-0.06665455984103756,-0.5398160441975168,21.861543555814656
2025-03-14,-0.040269808179546895,-0.5398160441975168,21.861543555814656
2025-03-15,-0.02970697225290456,-0.5398160441975168,21.861543555814656
2025-03-16,-0.01273552965893308,-0.5398160441975168,21.861543555814656
2025-03-17,0.007735778485590261,-0.5398160441975168,21.861543555814656
2025-03-18,-0.026947053841726902,-0.5398160441975168,21.861543555814656
2025-03-19,-0.04134140081118423,-0.5398160441975168,21.861543555814656
2025-03-20,-0.09322030911523928,-0.5398160441975168,21.861543555814656
2025-03-21,-0.06374453503477218,-0.5398160441975168,21.861543555814656
2025-03-22,-0.0758018989477539,-0.5398160441975168,21.861543555814656
2025-03-23,-0.0650871299219209,-0.5398160441975168,21.861543555814656
2025-03-24,-0.050962101372487356,-0.5398160441975168,21.861543555814656
2025-03-25,-0.04890142260702412,-0.5398160441975168,21.861543555814656
2025-03-26,-0.034966268877622456,-0.5398160441975168,21.861543555814656
2025-03-27,-0.02069635602455083,-0.5398160441975168,21.861543555814656
2025-03-28,-0.019262204961433414,-0.5398160441975168,21.861543555814656
2025-03-29,-0.06159238656454262,-0.5398160441975168,21.861543555814656
2025-03-30,-0.05173247177593948,-0.5398160441975168,21.861543555814656
2025-03-31,-0.055430528254769566,-0.5398160441975168,21.861543555814656
