date,cumulative_return,sharpe_ratio,max_drawdown
2025-01-01,-0.011795397758077865,-0.5052246190707178,2.9735597275288415
2025-01-02,-0.01348340993613496,-0.5052246190707178,2.9735597275288415
2025-01-03,-0.006061319816548949,-0.5052246190707178,2.9735597275288415
2025-01-04,0.0037225517124419693,-0.5052246190707178,2.9735597275288415
2025-01-05,-0.0006698351136781421,-0.5052246190707178,2.9735597275288415
2025-01-06,0.006960335011877979,-0.5052246190707178,2.9735597275288415
2025-01-07,0.03036638232895712,-0.5052246190707178,2.9735597275288415
2025-01-08,0.024689664196109844,-0.5052246190707178,2.9735597275288415
2025-01-09,0.0270610287129174,-0.5052246190707178,2.9735597275288415
2025-01-10,0.014308635705012509,-0.5052246190707178,2.9735597275288415
2025-01-11,0.017404095605590877,-0.5052246190707178,2.9735597275288415
2025-01-12,0.028456661174764503,-0.5052246190707178,2.9735597275288415
2025-01-13,0.03706541584217909,-0.5052246190707178,2.9735597275288415
2025-01-14,0.02374540667960489,-0.5052246190707178,2.9735597275288415
2025-01-15,0.005871139906309223,-0.5052246190707178,2.9735597275288415
2025-01-16,-0.0017660765119890502,-0.5052246190707178,2.9735597275288415
2025-01-17,0.0020904117000806128,-0.5052246190707178,2.9735597275288415
2025-01-18,0.007926861246582359,-0.5052246190707178,2.9735597275288415
2025-01-19,0.002753649668013513,-0.5052246190707178,2.9735597275288415
2025-01-20,0.0026136923610613457,-0.5052246190707178,2.9735597275288415
2025-01-21,0.0015049842573258108,-0.5052246190707178,2.9735597275288415
2025-01-22,-0.011027657410900634,-0.5052246190707178,2.9735597275288415
2025-01-23,-0.014649317461343679,-0.5052246190707178,2.9735597275288415
2025-01-24,-0.01882012137181676,-0.5052246190707178,2.9735597275288415
2025-01-25,-0.023058708098627846,-0.5052246190707178,2.9735597275288415
2025-01-26,-0.03256431338990653,-0.5052246190707178,2.9735597275288415
2025-01-27,-0.0319328145002368,-0.5052246190707178,2.9735597275288415
2025-01-28,-0.027251139220783017,-0.5052246190707178,2.9735597275288415
2025-01-29,-0.03243686610530795,-0.5052246190707178,2.9735597275288415
2025-01-30,-0.03072262802104367,-0.5052246190707178,2.9735597275288415
2025-01-31,-0.030124604101615285,-0.5052246190707178,2.9735597275288415
2025-02-01,-0.022988875418792673,-0.5052246190707178,2.9735597275288415
2025-02-02,-0.020858333694441338,-0.5052246190707178,2.9735597275288415
2025-02-03,-0.021935067975781788,-0.5052246190707178,2.9735597275288415
2025-02-04,-0.02803865190656668,-0.5052246190707178,2.9735597275288415
2025-02-05,-0.030501555394394614,-0.5052246190707178,2.9735597275288415
2025-02-06,-0.03011339188945399,-0.5052246190707178,2.9735597275288415
2025-02-07,-0.03334038420266161,-0.5052246190707178,2.9735597275288415
2025-02-08,-0.03236750844415353,-0.5052246190707178,2.9735597275288415
2025-02-09,-0.03907005818423728,-0.5052246190707178,2.9735597275288415
2025-02-10,-0.02786360522710143,-0.5052246190707178,2.9735597275288415
2025-02-11,-0.024445862634825774,-0.5052246190707178,2.9735597275288415
2025-02-12,-0.02802678682646196,-0.5052246190707178,2.9735597275288415
2025-02-13,-0.025097662804233027,-0.5052246190707178,2.9735597275288415
2025-02-14,-0.042508982232761665,-0.5052246190707178,2.9735597275288415
2025-02-15,-0.0574666372877762,-0.5052246190707178,2.9735597275288415
2025-02-16,-0.07315081199023415,-0.5052246190707178,2.9735597275288415
2025-02-17,-0.053680823704222023,-0.5052246190707178,2.9735597275288415
2025-02-18,-0.04272675734656686,-0.5052246190707178,2.9735597275288415
2025-02-19,-0.04413932721349617,-0.5052246190707178,2.9735597275288415
2025-02-20,-0.04239541706277864,-0.5052246190707178,2.9735597275288415
2025-02-21,-0.04776292340896772,-0.5052246190707178,2.9735597275288415
2025-02-22,-0.04740621296558985,-0.5052246190707178,2.9735597275288415
2025-02-23,-0.02951611207353995,-0.5052246190707178,2.9735597275288415
2025-02-24,-0.019062092606443544,-0.5052246190707178,2.9735597275288415
